hateSpeech,counterSpeech,cnType,Target
Muslims use acts of violence to punish people.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",Informative,MUSLIMS
99% of Muslims in the UK are unemployable and refuse to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!",Positive,MUSLIMS
People that live in the West cannot live with Muslims.,"Yes, their teachings of peace and tolerance really are incompatible in the hate-infested discriminatory Western society nowadays.",Informative,MUSLIMS
Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.,"Everyone has the right to their own way of life, but to promote homophobia is an attack on the basic human rights of LGBTI people.",Positive,LGBT+
"In the UK, it should be illegal to be gay.",I don't see why legality should apply to sexual desire as well.,Informative,LGBT+
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,Can I suggest that to conflate changes in demographic's with the way a virus operates is just nonsense.,Denouncing,MUSLIMS
Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,These people are actually subject to a harsh punitive system.,Informative,MUSLIMS
"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.","My friend, I do not think all western people hate Islam. Statistics showed that France, Germany and elsewhere in Northern Europe view Muslims favorably.",Denouncing,MUSLIMS
Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,This is a very simplistic and inaccurate characterization of Islam. Some Muslims feel uncomfortable walking the streets of Britain with the fear of being attacked by racist people.,Informative,MUSLIMS
It's OK to be racist and use the n-word. It's ok to be homophobic. All it takes is a common sense attitude.,"It's not okay to be racist and homophobic: you can't go around calling someone racial slurs... And if you claim that you don't think it's a problem, then you also don't seem to have the common sense to know that language is an important part of social interaction, and that would mean that you haven't interacted with people for a long time.",Denouncing,other
Immigrants steal our jobs and our country.,"The vast majority of immigrants who enter the UK are skilled workers, and want to become permanent residents, what's the problem in that?",Informative,MIGRANTS
Any migrant who has lived in the country for 5 years can become a citizen even if he does not have a valid residence permit or is a criminal. This is how you destroy the welfare state.,"This applies only to asylum seekers. If they have lived in the UK for 5 years, the Home Office will issue a residence permit only if they meet the conditions set out in the regulations. This means that any migrant who has not lived in the UK for at least five years, or commited crimes, cannot become a British citizen, even if he or she has a valid residence permit.",Informative,MIGRANTS
The vast majority of Muslims are unemployed and refuse to work.,That might be because of the discrimination they face in the labour market.,Informative,MUSLIMS
Must be hard being gay. They have to do everything we do but also find the time to molest children.,Child molestors can have any sexual orientations and the majority of straight or gay people are not child molestors. This is an issue that can affect anyone regardless of sexual orientation.,Informative,LGBT+
Another rapist from Pakistan. We should deport them all back to their disgusting country.,What have 'all' Pakistani people done to deserve deportation? Sweeping generalisations like this are divisive and fuel false fearmongering around migrants.,Denouncing,MUSLIMS
#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?,I'd rather see have them than the Friday night kicking out crowd.,Humor,MUSLIMS
Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,I suppose we have to look at how opinions and beliefs are shaped and infuenced by reading almost exclusively negative stories of the followers of Islam.,Informative,MUSLIMS
